STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BEN,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Benin,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,14.2088560346699,14.3127656218043,14.4318837428151,14.5761634152359,14.7209052718531,14.8656633388753,15.0106596214669,15.1561130258688,15.3018002385903,15.4472801845172,15.5929929291529,15.738938220873,15.8851130365245,16.0310769426454,16.1783692307569,16.3265464367095,16.4756055808428,16.6255422404154,16.7763550923899,16.9280406391786,17.0805949788141,17.2335784921348,17.3874262062623,17.5419176478121,17.6968322374867
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECA,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Europe & Central Asia (excluding high income),People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,69.8599981105415,70.1047462245044,70.4848878716357,70.8765295114458,71.9469593254321,73.1176534082188,74.3395100161514,75.497674798891,76.5776227442942,77.6267324671599,78.6602140503302,79.5286317879808,79.7255412411624,79.9146669694894,80.0980392119274,80.2822779256725,80.4906308482447,80.712524367593,80.940698699834,81.1306065260882,81.3031336552384,81.4698652916186,81.5589936146188,81.5919731946042,81.7211054179648
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AUT,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Austria,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,96.8725407699709,97.0252416937295,97.1779414060139,97.3306380457431,97.4833387555632,97.6360362472701,97.7887332443163,97.9414315175725,98.0941306211425,98.24682928657,98.3995295373124,98.5522309533408,98.7049275287129,98.857622685021,98.9110306048435,98.9094260145633,98.9078106962811,98.9061991101429,98.9044771187717,98.9026222434307,98.900639609767,98.8985438866981,98.8963213683601,98.8939971369106,98.8915357232143
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IDN,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Indonesia,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,23.513695240414,23.8541898112192,24.1928563621011,24.5295440959565,24.864499371888,25.1970554810278,25.5275946318436,25.8558523793891,26.1820726884343,26.5057497293581,26.8247072998811,27.1294619950846,27.4321575752598,27.7325593380907,28.031022243733,28.3272011924668,28.6211047796107,28.9123011579952,29.2010349952374,29.4871087619976,29.7707624688186,30.0516999151498,30.3301592429051,30.3958763265858,30.4609773643609
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GEO,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Georgia,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,59.4371455146853,59.4050730122261,59.4845246944258,59.6997065153079,59.9140296750858,60.12748509782,60.340476430603,60.5529955474098,60.7646569567343,60.9754668929844,61.1858049309986,61.3952844558824,61.6043075877248,62.6342790626579,63.6755752816678,64.7277869833089,65.7948687359235,66.8758040626936,67.9717478712899,69.082537444061,69.4564535798621,69.7207124579763,69.9874019271651,70.2560405766378,70.526609726787
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TLA,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Latin America & Caribbean (IDA & IBRD),People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,70.9947473221211,71.2745124719211,71.5467011829946,71.8119537384092,72.0714096907418,72.5570329220725,72.8128950047283,73.0667179982003,73.355897391761,73.6405371978181,73.9231256686952,74.2003537388886,74.4570713783341,74.9345866480685,75.4092917145515,75.8803546160284,76.3409814108776,76.7830409621407,77.2387828238353,77.6899265812602,78.1343111721096,78.5455361747523,78.9180496832139,79.3115516936561,79.6450331183785
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GUM,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Guam,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,99.4735533221536,99.4760873255075,99.4445456985828,99.3864053535237,99.3282619174912,99.2701153904852,99.2119657725059,99.1538130635532,99.0956572636271,99.0374983727275,98.9793363908546,98.9211713180082,98.8630031541884,98.8048318993953,98.7466575536287,98.6884801168887,98.6302995891753,98.5721159704885,98.5139292608282,98.4557394601946,98.3014602644754,97.2266625078406,96.1518098939353,95.0744818385448,93.9971537831548
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UMC,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Upper middle income,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,69.9241272764751,70.1720829441862,71.01583980092,71.5818613015353,72.1404267882916,72.7021169678655,73.2466782148382,73.7737101150069,74.2704846532671,74.7459874016265,75.2068330128189,75.6408982609177,76.0549749013027,76.4989475042391,76.9331818938215,77.3599680448163,77.7739985841988,78.1681642762238,78.5453637883392,78.8940983522026,79.2077875114361,79.4975182121195,79.7502148705076,74.4000863326454,78.1263474956362
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KOR,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,"Korea, Rep.",People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,97.2303189641612,97.2303189641612,97.2303189641612,97.2303189641612,97.2303189641611,97.3756221999523,97.5210338180186,97.66655381836,97.8121822009765,97.957918965868,98.1037641130347,98.2497176424765,98.3957795541934,98.5241495202176,98.6163712372614,98.7086237223775,98.8009069755656,98.893220996826,98.9855657861584,99.0779413435631,99.1703476690398,99.2627847625887,99.2826694575636
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UKR,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Ukraine,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,66.3453372731475,66.3651481018139,66.438190576108,66.5489146292215,69.3400439436789,71.9543066457516,74.5352705731989,77.0930188106893,79.6280372108845,82.1398553373024,84.6124160478826,87.0777751740758,89.3866042211989,89.0511820060876,88.6131133324757,88.5460827206253,88.4789144962988,88.4116133459995,88.3442184434401,88.2768037695359,88.2094191981189,88.1421385753858,88.0750093194132,87.9857295480437,87.8683769430978
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KHM,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Cambodia,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,17.1455984990605,17.6114358269812,18.0773670224761,18.5433950113558,19.0098799731296,19.4768253834415,19.9438667897233,20.4113689161421,20.8928104142313,21.4476729237885,22.0046525227563,22.5637573389684,23.1249922249663,23.6879957096216,24.2535087884141,24.8211701889101,25.3909863829454,25.9625945869825,26.538211463367,27.1174788908032,27.7007769523382,28.2877495215251,28.8787767026893,29.4450820333788,29.9855761398875
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SSF,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Sub-Saharan Africa,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,17.856326781895,18.1091421890453,18.5192166070637,18.9399975195089,19.4120380523365,19.9171130147852,20.4568131398885,21.0153218711181,21.6325387480417,22.2734813638215,22.93561238194,23.3717627087886,24.0748999934765,24.8047438261228,25.56843630039,26.3712135529902,27.1641610478154,27.9519746885603,28.8053120992734,29.6556392322913,30.3699925927884,30.9229549205143,31.4368144934526,31.9349755285214,32.4155533520093
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEC,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Europe & Central Asia (IDA & IBRD),People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,74.8019596040348,74.9717587729776,75.2286702730972,75.493959729826,76.1187761967248,78.1631197902398,78.7988163286739,79.4220208726898,80.043691709217,80.662482199147,81.2336438220009,81.7972999528117,82.3525930914772,82.8988013890206,83.1843099627656,83.5038117608402,83.8191332749005,84.1392860890562,84.4078591429585,84.6739147896214,84.8806652043098,85.0643825480326,85.2010801619523,85.3047729267502,85.4501389092878
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DNK,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Denmark,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,94.6038574433508,94.6038614620039,94.6038643541008,94.6038645316863,94.927057007807,95.2502495483266,95.5734467306803,95.896638929089,96.2198338353112,96.5430289890963,96.8662231774352,97.1894198540281,97.5126213303266,97.8358114903989,98.1590119827748,98.482205812779,98.8053978494573,99.1285937638004,99.4517911673513,99.7749812472358,99.9188299447384,99.9188284091204,99.9188313432527,99.9188250709331,99.9188271389611
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KGZ,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Kyrgyz Republic,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,46.4159917618227,46.4148846928915,46.6904510374962,46.9654668505036,47.2410383118075,49.0045330644723,50.7982506303351,52.6211337182972,54.4737232203724,56.356495699389,58.2794802040483,60.2419672955575,62.2431193822583,64.2807542269669,66.3539256239209,68.4612016111649,70.6014362386127,72.3593185794231,73.6628334876538,74.977773076842,76.2363666317899,77.6071671226473,76.8977856738224,75.4015646695999,73.8812993002318
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LUX,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Luxembourg,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,99.831565376987,99.8303172032187,99.8294036967031,99.8285100656755,99.8276479795216,99.8268021352585,99.825980626967,99.8251844696001,99.8243980023117,99.8236448134373,99.8229074762893,99.822189394375,99.7892480220872,99.7582946033604,99.7291892552816,99.7017872281283,99.6759794680783,99.6516286524317,99.6286342945879,99.6332404200843,99.6376118041813,99.6417682699789,99.6457366440271,99.64948137305,99.6530550152333
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MWI,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Malawi,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,6.94543528290509,7.31511617120275,7.6935618820988,8.08111219249357,8.47739408176673,8.88275570763886,9.29681545852505,9.71992837768159,10.151705637598,10.5967163498251,11.0550652027482,11.5272410806069,12.0129566459126,12.5130902540341,13.0269460794323,13.5558082510564,14.0985574236355,14.6564856712551,15.2296756277832,15.81779250698,16.4217325295187,17.0411492908906,17.676944038053,17.9257583975611,18.1816539742083
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NPL,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Nepal,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,26.8055431360027,27.0916505205811,27.3445996503812,27.5969755663772,27.8487470431828,28.0998872200253,28.3503651944172,28.6002604379978,28.8494289134237,29.0978419019474,29.3454692018441,29.5923834904741,29.838949622684,28.4066669049933,26.9495541768107,25.4676486548312,23.9613981639281,22.4309697051768,20.8767346480429,19.2988925002444,17.6978434094127,16.0738129524168,16.2113760069297,16.3490141281988,16.4868856683866
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ESP,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Spain,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,99.3596106186302,99.3603460800504,99.3946000573066,99.4295552020378,99.4647073774173,99.5000434029001,99.5355576882227,99.5712636711611,99.6071441617571,99.643200653903,99.6579329509429,99.6608518231807,99.6499203114074,99.6233302994593,99.5965946448038,99.5993507355325,99.583883949636,99.5683636072788,99.5528049163769,99.5372067786162,99.521560453433,99.5058683248672,99.4901169704125,99.4743158229589,99.4584646653876
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FJI,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Fiji,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,39.2330499125542,39.3319459161835,39.4308387307868,39.5300202643555,39.6295636254393,39.7287159532501,39.8282330131745,39.9278592193778,40.0519011242978,40.1819062994165,40.3123124315809,40.4426122628668,40.5733094716821,40.7033914771435,40.8336197279159,40.9639924448811,41.0942560320017,41.2241576146746,41.3539472354658,41.4828649794739,41.6106494540607,41.7375560402618,41.8635817890018,41.9884712083528,42.1107501060855
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRL,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Ireland,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,75.3916136200507,75.4833717359406,75.5769482723836,75.6786361923106,75.7805670625966,76.9944161030451,78.1899908927392,79.3581396261144,80.515524102724,81.662396985131,82.798592146753,83.9242978487205,85.0395080293154,86.1441410605135,87.2383031069559,88.3219797181514,89.9270305647354,91.5246419965557,93.114008663692,93.6872195062839,94.1646240749462,94.6467716600951,95.1339726452281,95.6265995419887,96.1250111631294
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Vanuatu,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,17.3668036964981,17.4386682354086,17.5110468161549,17.5844520109831,17.6583703676468,17.7666909427897,17.8758208033812,17.9855062072109,18.096002505823,18.2073115909493,18.286526774602,18.3459667633623,18.4056781374295,18.4654024209726,18.5251407994356,18.5848935323805,18.6449171562813,18.7049546859824,18.7675820376693,18.8325439417482,18.9003588483709,18.9705111237465,19.0435202990113,19.1188718983649,19.1970839884387
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SRB,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Serbia,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,74.419254219306,74.4454109087566,74.4717008354576,74.4979780429739,74.5246865941974,74.5512268510666,74.5779061062874,74.6048666483892,74.6318103995439,74.6588894120187,74.6859466744481,74.7132926545317,74.7284510084725,74.7394297105426,74.7506247296983,74.7617385185247,74.773074519918,74.7872431709499,74.8042574835344,74.824140800015,74.8469063730196,74.8727235912307,74.901299487962,74.9328071950771,74.9672634764971
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDA,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Moldova,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,40.3735167134777,42.2812166987281,44.2344954780281,46.2339275229672,48.2805970695613,50.4651241525008,52.7754694392617,55.1169495489876,57.4896105954658,59.8934920355375,62.3286470555659,64.7951138260346,67.2929387456271,69.8221672130125,72.382839803598,72.6987229878019,73.0217403046212,73.3510758492614,73.6867286389426,74.0281693622921,74.375379039136,74.728074448968,75.0859902413964,75.4486053205987,75.8158908711072
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAK,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Pakistan,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,42.5792292071787,42.6930514293502,42.8064304736478,42.9192965248607,43.0316818761366,43.1435522186286,43.2549343040113,43.3658253306534,43.4761956728434,43.5860467210907,43.695400684781,43.8042521362019,43.9125979462166,44.0203991690231,44.1276903720851,44.2344738807301,44.3407371870023,44.4464700188833,44.5518700730857,44.6568907220033,44.7614606090532,44.8655201766001,44.9689962895511,44.9713055615103,44.9737364064737
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SGP,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Singapore,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NOR,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Norway,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,99.6780208850897,99.6780190446416,99.678020269393,99.6500391376258,99.6220621412154,99.5940826337239,99.5661060317739,99.538124132569,99.510142552345,99.4821641742523,99.4541863638886,99.4262054232135,99.3982297830925,99.3702485826898,99.342271774705,99.3142887046918,99.2863103104662,99.2583363937851,99.2303563563969,99.202372083338,99.1743987415084,99.1464132132181,99.1184367586336,99.0904537812149,99.0624830632163
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TON,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Tonga,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,29.2249863485658,29.2327955706996,29.240336340784,29.2481439942313,29.2559536653289,29.2803194856045,29.3049793487766,29.333451061703,29.3649386266673,29.3964687866668,29.4280441821912,29.4596644292537,29.4744305402053,29.4769061953483,29.4790633950499,29.481451604595,29.4837945887296,29.4860944942856,29.4924773914689,29.5026836841423,29.5172850609634,29.5354703781636,29.5580867942329,29.5846009253925,29.5984543183511
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SWE,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Sweden,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,99.4017198995391,99.4137196282661,99.4258649740338,99.4379716588583,99.4500204341846,99.4620072879007,99.474402537264,99.4871198822637,99.4997079583573,99.5121591208695,99.5313527629445,99.5510464230032,99.5710984005091,99.5908553281454,99.6103261265067,99.6295386039751,99.6484657334089,99.66713385314,99.6855409148822,99.7036805161121,99.721580628974,99.7392374480204,99.7499137536867,99.7602354276088,99.7607966673045
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IBT,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,IDA & IBRD total,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,55.5338375205116,55.8365987459063,56.2355300633737,56.6374714868434,57.039818625551,57.4732815288272,57.8768137204519,58.2683408848245,58.6567074083646,59.2978499516585,59.9360017420802,60.5519958488483,61.2312840993101,61.9329099229401,62.6373308681341,63.3361647784193,64.0296518882905,64.7087092235264,65.3789318946811,66.0283708152685,66.6550638158558,67.2634654341914,67.8524657045432,68.4076316894413,70.2697241027102
